pair_id,site_id,indian_priority,landcover,task,split,pair_type,s2_path,hr_path,s2_date,hr_date,dt_days,cloud_pct,crs,align_rmse_px,tile_y,tile_x,lr_h,lr_w,common_bands,notes
USA_SALINAS_AGRI_wald_0096_0000,USA_SALINAS_AGRI,0,cropland,crop,train,wald_synthetic,datasets/raw_s2/USA_SALINAS_AGRI.tif,,2022-09-16,2022-09-16,0,0.0,EPSG:32610,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_SALINAS_AGRI_wald_0096_0081,USA_SALINAS_AGRI,0,cropland,crop,train,wald_synthetic,datasets/raw_s2/USA_SALINAS_AGRI.tif,,2022-09-16,2022-09-16,0,0.0,EPSG:32610,0.0,96,81,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_SALINAS_AGRI_wald_0130_0000,USA_SALINAS_AGRI,0,cropland,crop,train,wald_synthetic,datasets/raw_s2/USA_SALINAS_AGRI.tif,,2022-09-16,2022-09-16,0,0.0,EPSG:32610,0.0,130,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_SALINAS_AGRI_wald_0130_0081,USA_SALINAS_AGRI,0,cropland,crop,train,wald_synthetic,datasets/raw_s2/USA_SALINAS_AGRI.tif,,2022-09-16,2022-09-16,0,0.0,EPSG:32610,0.0,130,81,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_TAHOE_ALPINE_real_0000_0000,USA_TAHOE_ALPINE,0,alpine_lake,general,val,real_paired,datasets/raw_s2/USA_TAHOE_ALPINE.tif,datasets/raw_hr/USA_TAHOE_ALPINE_hr_2p5m.tif,2022-09-23,2022-07-21,64,,EPSG:32610,,0,0,262,207,"B02,B03,B04,B08",NAIP nv_m_3912064_ne_10_060_20220721 bands=4
USA_TAHOE_ALPINE_wald_0000_0000,USA_TAHOE_ALPINE,0,alpine_lake,general,val,wald_synthetic,datasets/raw_s2/USA_TAHOE_ALPINE.tif,,2022-09-23,2022-09-23,0,0.0,EPSG:32610,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_TAHOE_ALPINE_wald_0000_0079,USA_TAHOE_ALPINE,0,alpine_lake,general,val,wald_synthetic,datasets/raw_s2/USA_TAHOE_ALPINE.tif,,2022-09-23,2022-09-23,0,0.0,EPSG:32610,0.0,0,79,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_TAHOE_ALPINE_wald_0096_0000,USA_TAHOE_ALPINE,0,alpine_lake,general,val,wald_synthetic,datasets/raw_s2/USA_TAHOE_ALPINE.tif,,2022-09-23,2022-09-23,0,0.0,EPSG:32610,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_TAHOE_ALPINE_wald_0096_0079,USA_TAHOE_ALPINE,0,alpine_lake,general,val,wald_synthetic,datasets/raw_s2/USA_TAHOE_ALPINE.tif,,2022-09-23,2022-09-23,0,0.0,EPSG:32610,0.0,96,79,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_TAHOE_ALPINE_wald_0134_0000,USA_TAHOE_ALPINE,0,alpine_lake,general,val,wald_synthetic,datasets/raw_s2/USA_TAHOE_ALPINE.tif,,2022-09-23,2022-09-23,0,0.0,EPSG:32610,0.0,134,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_TAHOE_ALPINE_wald_0134_0079,USA_TAHOE_ALPINE,0,alpine_lake,general,val,wald_synthetic,datasets/raw_s2/USA_TAHOE_ALPINE.tif,,2022-09-23,2022-09-23,0,0.0,EPSG:32610,0.0,134,79,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
